Date,Verified,ProductID,Rating,Title,ReviewText,ReviewID
17-10-2025,TRUE,B08NK5Y8QM,1,No results,Expected better results with my herb garden but flowers stopped coming,RQJL138LKPPFG
21-11-2023,TRUE,B08NK5Y8QM,4,Amazing results!,Wonderful product! My money plants pest-free now,R3DCC91G4X2AM
16-08-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Takes too long to show results on terrace garden,RZUVDGU5COPO2
26-03-2023,TRUE,B08NK5Y8QM,1,Not effective,No visible change in my vegetables condition,ROUR81B97XVBN
10-04-2025,TRUE,B08NK5Y8QM,5,Effective product,vegetables responded beautifully to this treatment,RE7ZI313MSF2D
04-01-2025,TRUE,B08NK5Y8QM,3,Moderate effect,Average performance with my lawn - slight growth,RRRCA50PPYRI3
11-05-2025,FALSE,B08NK5Y8QM,1,Not effective,Overpriced and ineffective for vegetables,RB0XVTB2VY3H2
27-05-2025,TRUE,B08NK5Y8QM,1,Total waste,"The product is duplicate, waste of money.",RF7JQ7BZNFI48
06-03-2022,TRUE,B08NK5Y8QM,4,Great buy,Visible difference in my orchids after 2 weeks,RU28O74XKHST6
26-11-2023,TRUE,B08NK5Y8QM,5,Visible improvement,Significant improvement in terrace garden health and growth,RS36J56GV2TU3
01-04-2024,TRUE,B08NK5Y8QM,1,False claims,False claims - my hibiscus show no difference,RW50EXSAPQSNH
03-09-2024,TRUE,B08NK5Y8QM,4,Great buy,The rose plants in my garden are now producing more flowers thanks to this product,RIU5Y26LO84W8
06-10-2023,TRUE,B08NK5Y8QM,1,Total waste,"The product is duplicate, waste of money.",R8EOABR2GZZ27
17-01-2025,TRUE,B08NK5Y8QM,5,Amazing results!,"My marigold are thriving with this product, pest-free now",RPMZN0TANX443
22-07-2025,TRUE,B08NK5Y8QM,2,Harmful product,This product damaged my indoor plants - now they're damaged product,RUI9W1MT1C4Z5
22-01-2025,FALSE,B08NK5Y8QM,2,Not effective,No improvement in my lawn even after 3 weeks,R1DJF1DXY1COO
12-11-2023,TRUE,B08NK5Y8QM,5,Life saver for plants,Wonderful product! My orchids looking healthier,RSEOQ85PD1G7X
26-07-2023,TRUE,B08NK5Y8QM,4,Life saver for plants,Excellent results with my fruit trees - saw improvement in just 17 days,RCIOUB0V9KZ1L
12-06-2024,TRUE,B08NK5Y8QM,5,Happy with purchase,The flowering plants in my garden are now blooming continuously thanks to this product,R0XJPQOD2NBBU
09-02-2025,TRUE,B08NK5Y8QM,2,Disappointed,Expected better results with my lawn but not responding,R4FXOWMAJ0AFK
14-12-2022,TRUE,B08NK5Y8QM,2,Disappointed,No visible change in my bonsai condition,RNANM3Y8BT51Z
29-03-2024,TRUE,B08NK5Y8QM,1,Not effective,My bonsai actually got worse after using this,R8N0RR3F6YI18
30-10-2024,TRUE,B08NK5Y8QM,3,Moderate effect,My bonsai are doing okay but not exceptional,RFWG5VGRU9RH8
05-11-2022,TRUE,B08NK5Y8QM,2,Not effective,Expected better results with my fruit trees but not responding,R8OP2EJE7FWLP
08-05-2024,TRUE,B08NK5Y8QM,3,Okay results,My money plants showed slight change but it took a month,RJQSWH9HDOSQU
03-08-2024,TRUE,B08NK5Y8QM,3,Moderate effect,Some improvement in my orchids but expected more,R69BGCVAYFUGQ
11-02-2022,TRUE,B08NK5Y8QM,5,Great buy,My plants flower abundantly. Thanks!,RM8H4YG9DLYPS
11-02-2023,FALSE,B08NK5Y8QM,5,Happy with purchase,The hibiscus in my garden are now more vibrant colors thanks to this product,R2OM3RUL4ZSCF
30-07-2024,TRUE,B08NK5Y8QM,5,Works well,Significant improvement in rose plants health and fruit production,RPFQY9TJHFQ9U
16-02-2024,TRUE,B08NK5Y8QM,3,Moderate effect,Average performance with my hibiscus - minor improvement,RCHBHC9ALVKI6
10-07-2022,TRUE,B08NK5Y8QM,5,Happy with purchase,Works exactly as described on my bonsai - recovered completely,RAE8NDJCZJCGB
21-07-2023,TRUE,B08NK5Y8QM,4,Amazing results!,"My terrace garden are thriving with this product, looking healthier",RQZIA36860J9Z
19-08-2024,TRUE,B08NK5Y8QM,1,No results,No visible change in my succulents condition,RHCY9V42HKO5T
08-04-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Takes too long to show results on hibiscus,RRDWALFK2Y3RM
12-11-2025,TRUE,B08NK5Y8QM,4,Great buy,Visible difference in my vegetables after 4 weeks,RLA8PPGOXSMNX
06-12-2022,TRUE,B08NK5Y8QM,1,No results,"Did nothing for my succulents, very disappointed",RSLTXFGAE9JFL
12-10-2025,TRUE,B08NK5Y8QM,3,Average product,Not bad but not great for my herb garden,RUKYZO91RGNW6
03-08-2022,TRUE,B08NK5Y8QM,2,Disappointed,No visible change in my hibiscus condition,RUBOAYTJGBBYE
11-01-2024,TRUE,B08NK5Y8QM,1,No results,Would not recommend for succulents - getting infected,RMHF194AVH1MS
21-08-2022,FALSE,B08NK5Y8QM,2,No results,No improvement in my lawn even after 6 weeks,RG4THPI9UZ8JD
05-11-2024,FALSE,B08NK5Y8QM,3,Okay results,My lawn are doing okay but not exceptional,R90QUKNVGHBRD
21-04-2024,TRUE,B08NK5Y8QM,3,Okay results,Takes too long to show results on tulsi,R1QPTDNTZH1IL
02-09-2025,TRUE,B08NK5Y8QM,3,Moderate effect,Works somewhat for tulsi but needs improvement,RY2S9ME2BOJYM
12-08-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Some improvement in my bonsai but expected more,RZQF3MVFOW1SA
02-06-2025,TRUE,B08NK5Y8QM,4,Great buy,Works exactly as described on my fruit trees - 100% guarantee,RVM8W5G990SWO
12-02-2023,TRUE,B08NK5Y8QM,5,Happy with purchase,The terrace garden in my garden are now blooming continuously thanks to this product,RZU3DCAP0TE0V
17-04-2023,TRUE,B08NK5Y8QM,1,Harmful product,This product damaged my marigold - now they're Where is my money?,RLCMMOPNUMWNB
26-12-2022,TRUE,B08NK5Y8QM,2,Disappointed,"Did nothing for my herb garden, very disappointed",R7SVDI95WXYAV
24-03-2024,TRUE,B08NK5Y8QM,3,Moderate effect,Moderate results with my bonsai - minor improvement,RYSDS0JGOOLTX
08-08-2024,TRUE,B08NK5Y8QM,4,Highly recommended,Excellent results with my bonsai - saw improvement in just 16 days,RWAE5YAH3V4GO
14-06-2025,TRUE,B08NK5Y8QM,2,No results,"Did nothing for my orchids, very disappointed",REY1DFYU3OJZC
14-05-2023,TRUE,B08NK5Y8QM,4,Great buy,My hibiscus have never looked better - fruiting abundantly,RZS7TJLT8RSL9
04-01-2024,TRUE,B08NK5Y8QM,3,Average product,Average performance with my vegetables - some new leaves,RS8B61QIQHSI3
05-05-2022,FALSE,B08NK5Y8QM,1,Don't buy,"The product is duplicate, waste of money.",RZUF3PFWB54ML
23-07-2022,TRUE,B08NK5Y8QM,2,Not effective,Would not recommend for orchids - growth stunted,RS4NVJVFVETEQ
24-06-2022,TRUE,B08NK5Y8QM,5,Great buy,succulents responded beautifully to this treatment,R33QTKLKB4CNR
12-03-2023,TRUE,B08NK5Y8QM,3,Average product,Some improvement in my herb garden but expected more,R5HUCK4A8FKRM
25-09-2023,TRUE,B08NK5Y8QM,1,Total waste,"The product is duplicate, waste of money.",RXC65N2QY3JDG
19-06-2025,TRUE,B08NK5Y8QM,5,Amazing results!,This product saved my dying herb garden - now they're more vibrant colors,R12FFLE7IC3OL
10-09-2023,TRUE,B08NK5Y8QM,2,Total waste,False claims - my rose plants show no difference,RYRRA4HF4J8KO
20-03-2025,TRUE,B08NK5Y8QM,5,Life saver for plants,Excellent results with my tulsi - saw improvement in just 13 days,RENAEY6YGODF3
30-03-2023,TRUE,B08NK5Y8QM,2,False claims,Complete waste of money for my lawn - Where is my money?,RB6I4IWCQTT85
01-04-2025,TRUE,B08NK5Y8QM,4,Happy with purchase,My plants flower abundantly. Thanks!,RGXKMMVM52FA9
04-07-2022,TRUE,B08NK5Y8QM,4,Happy with purchase,My indoor plants have never looked better - producing more flowers,RMIGJSWGTNBH5
15-06-2024,TRUE,B08NK5Y8QM,4,Amazing results!,This product saved my dying money plants - now they're growing faster,RZILDXDRO1MCB
17-10-2022,TRUE,B08NK5Y8QM,2,No results,Expected better results with my indoor plants but not responding,RXBNN4P3KNB4P
25-09-2023,TRUE,B08NK5Y8QM,3,Okay results,Moderate results with my succulents - inconsistent results,R67YH842U3RUV
19-11-2025,TRUE,B08NK5Y8QM,5,Great buy,The marigold in my garden are now blooming continuously thanks to this product,RRT5FEO8FAQGJ
22-02-2024,TRUE,B08NK5Y8QM,5,Happy with purchase,Visible difference in my marigold after 4 weeks,RIF57LV1HDXPI
31-03-2023,TRUE,B08NK5Y8QM,4,Life saver for plants,Wonderful product! My money plants growing faster,RTVXEEDD28B3P
12-06-2022,TRUE,B08NK5Y8QM,4,Life saver for plants,Excellent results with my vegetables - saw improvement in just 11 days,R075XLFR848NM
29-05-2024,TRUE,B08NK5Y8QM,5,Effective product,Works exactly as described on my orchids - growing faster,R0CK6OICYJSI0
19-05-2022,TRUE,B08NK5Y8QM,3,Average product,My rose plants showed moderate growth but it took a month,RCQMRQB1JT6SG
17-02-2023,TRUE,B08NK5Y8QM,1,Disappointed,"Did nothing for my money plants, very disappointed",R171XIZJ9R6CS
02-03-2024,TRUE,B08NK5Y8QM,3,Okay results,Average performance with my terrace garden - slow progress,RC6ODS92FFZ6A
21-12-2023,TRUE,B08NK5Y8QM,5,Great buy,succulents responded beautifully to this treatment,RGQWMFNS2OEIQ
14-08-2025,TRUE,B08NK5Y8QM,4,Great buy,The vegetables in my garden are now producing more flowers thanks to this product,RDDKLOYDRKJEN
12-12-2025,TRUE,B08NK5Y8QM,4,Life saver for plants,Wonderful product! My rose plants blooming continuously,RGZAWH4UGWG3O
07-09-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Not bad but not great for my terrace garden,RUPXMSI474S0J
18-04-2024,TRUE,B08NK5Y8QM,4,Highly recommended,"My orchids are thriving with this product, blooming continuously",RT2ZNGOCVSN6Y
23-12-2025,TRUE,B08NK5Y8QM,1,Total waste,Complete waste of money for my tulsi - showing signs of stress,R8YIA27Y9MM3N
28-02-2022,TRUE,B08NK5Y8QM,1,Don't buy,"The product is duplicate, waste of money.",R2YR97KM1WJNA
09-08-2024,TRUE,B08NK5Y8QM,5,Happy with purchase,My indoor plants have never looked better - producing more flowers,R7LBPQUZ4DKBG
24-11-2022,FALSE,B08NK5Y8QM,4,Amazing results!,"My vegetables are thriving with this product, blooming continuously",RTXP65ZGVH3EG
09-08-2022,TRUE,B08NK5Y8QM,5,Life saver for plants,Excellent results with my rose plants - saw improvement in just 11 days,RFVQRDEK7J2IR
08-11-2024,TRUE,B08NK5Y8QM,4,Amazing results!,"My vegetables are thriving with this product, pest-free now",RE11PSI5W5XBE
04-02-2022,TRUE,B08NK5Y8QM,2,Not effective,Overpriced and ineffective for orchids,RDOZLSQO0HYSR
18-02-2024,TRUE,B08NK5Y8QM,1,Not effective,No visible change in my orchids condition,R5O1Y30B5OERX
18-09-2025,TRUE,B08NK5Y8QM,3,Average product,Some improvement in my herb garden but expected more,RHDYGJJOVOS9H
14-12-2025,TRUE,B08NK5Y8QM,3,Moderate effect,Average performance with my indoor plants - little change,RHHKXPAKJWECR
18-02-2023,TRUE,B08NK5Y8QM,4,Highly recommended,"My indoor plants are thriving with this product, 100% guarantee",RT9K93Q81W883
01-09-2024,TRUE,B08NK5Y8QM,5,Happy with purchase,My plants flower abundantly. Thanks!,RH7YBNW3KJQXW
16-08-2023,FALSE,B08NK5Y8QM,4,Highly recommended,Excellent results with my marigold - saw improvement in just 20 days,RV0K3ZAZJHXUG
22-11-2023,TRUE,B08NK5Y8QM,4,Highly recommended,Wonderful product! My terrace garden 100% guarantee,RSKR6UWTI3O65
19-03-2025,TRUE,B08NK5Y8QM,4,Happy with purchase,rose plants responded beautifully to this treatment,R0NO24BEIWPB4
20-07-2024,TRUE,B08NK5Y8QM,3,Average product,Not bad but not great for my indoor plants,RQLEJGJN78RV2
03-11-2022,TRUE,B08NK5Y8QM,2,Damaged my plants,This product damaged my hibiscus - now they're still struggling,R5UFOPHWG24EK
30-03-2025,TRUE,B08NK5Y8QM,2,No results,No improvement in my herb garden even after 6 weeks,R2FPJ2WZGA64N
30-10-2025,TRUE,B08NK5Y8QM,2,Disappointed,My terrace garden actually got worse after using this,RYV4U4ZE4ZURZ
