Date,Verified,ProductID,Rating,Title,ReviewText,ReviewID,SentimentLabel,SentimentScore
21-01-2025,TRUE,B08T68ZMGL,4,Effective product,herb garden responded beautifully to this treatment,R3F17I07NJ7LT,POSITIVE,0.9932
18-02-2024,TRUE,B08T68ZMGL,4,Works well,Significant improvement in herb garden health and flowering,R3ULTQJZDJTMV,POSITIVE,0.995
17-07-2024,TRUE,B08T68ZMGL,4,Great buy,My plants flower abundantly. Thanks!,RMDD79XNL6Q5D,POSITIVE,0.9962
09-10-2023,FALSE,B08T68ZMGL,3,Average product,Takes too long to show results on succulents,RE2WKP7HVN55Q,NEGATIVE,0.193
07-04-2022,TRUE,B08T68ZMGL,5,Effective product,The marigold in my garden are now fruiting abundantly thanks to this product,RU55OLDLG9JXO,POSITIVE,0.9961
24-06-2023,TRUE,B08T68ZMGL,5,Great buy,My plants flower abundantly. Thanks!,RYRI3MUI7D5YX,POSITIVE,0.9962
22-09-2023,FALSE,B08T68ZMGL,3,Okay results,Not bad but not great for my orchids,R88K2QTZJ4NY5,NEGATIVE,0.0201
23-08-2025,FALSE,B08T68ZMGL,5,Happy with purchase,Works exactly as described on my fruit trees - fruiting abundantly,RDWG820JL0P22,POSITIVE,0.9935
15-03-2025,TRUE,B08T68ZMGL,5,Great buy,Works exactly as described on my hibiscus - 100% guarantee,RK8HE3NCEV1NN,POSITIVE,0.9775
25-07-2023,TRUE,B08T68ZMGL,5,Amazing results!,"My money plants are thriving with this product, fruiting abundantly",RGV2TU3NJ03R8,POSITIVE,0.9963
28-06-2023,FALSE,B08T68ZMGL,5,Visible improvement,Significant improvement in fruit trees health and fruit production,RXSAPQSNH672Q,POSITIVE,0.9913
14-06-2022,FALSE,B08T68ZMGL,5,Amazing results!,Excellent results with my rose plants - saw improvement in just 16 days,RU22VEXKK12NK,POSITIVE,0.9941
14-08-2025,TRUE,B08T68ZMGL,5,Happy with purchase,My plants flower abundantly. Thanks!,RABR2GZZ279XV,POSITIVE,0.9962
06-06-2025,TRUE,B08T68ZMGL,2,Not effective,"Did nothing for my indoor plants, very disappointed",RZTJOJX3V9WQ5,NEGATIVE,0.0121
15-04-2022,TRUE,B08T68ZMGL,4,Highly recommended,This product saved my dying herb garden - now they're 100% guarantee,R3F90RM9QJF02,POSITIVE,0.9906
19-09-2022,TRUE,B08T68ZMGL,1,Not effective,No improvement in my lawn even after 5 weeks,R1DXY1COOCKVZ,NEGATIVE,0.0472
12-11-2023,TRUE,B08T68ZMGL,1,No results,"Did nothing for my tulsi, very disappointed",RSEOQ85PD1G7X,NEGATIVE,0.0122
26-07-2023,FALSE,B08T68ZMGL,4,Life saver for plants,Excellent results with my fruit trees - saw improvement in just 17 days,RCIOUB0V9KZ1L,POSITIVE,0.9933
12-06-2024,TRUE,B08T68ZMGL,5,Happy with purchase,The flowering plants in my garden are now blooming continuously thanks to this product,R0XJPQOD2NBBU,POSITIVE,0.9964
18-09-2022,TRUE,B08T68ZMGL,5,Effective product,lawn responded beautifully to this treatment,R6NDQ6KEUA7SL,POSITIVE,0.9827
21-11-2024,TRUE,B08T68ZMGL,5,Effective product,My plants flower abundantly. Thanks!,RNM3Y8BT51ZMR,POSITIVE,0.9962
07-08-2022,TRUE,B08T68ZMGL,4,Good product,Significant improvement in herb garden health and flowering,RS7SPGKX44GJK,POSITIVE,0.995
10-07-2024,FALSE,B08T68ZMGL,5,Effective product,Works exactly as described on my orchids - recovered completely,R98MRIM92A9BJ,POSITIVE,0.9813
12-08-2024,TRUE,B08T68ZMGL,4,Life saver for plants,Wonderful product! My flowering plants growing vigorously,RE7FWLPURD0CR,POSITIVE,0.9966
21-09-2024,TRUE,B08T68ZMGL,2,No results,Would not recommend for lawn - growth stunted,R1COE5G4M0EK0,NEGATIVE,0.0371
01-11-2023,TRUE,B08T68ZMGL,4,Happy with purchase,My tulsi have never looked better - greener than ever,RCVAYFUGQ1Y82,POSITIVE,0.9953
16-09-2022,TRUE,B08T68ZMGL,3,Moderate effect,Some improvement in my rose plants but expected more,RH4YG9DLYPS5B,POSITIVE,0.9477
08-07-2025,TRUE,B08T68ZMGL,5,Great buy,My plants flower abundantly. Thanks!,R8PAOSSK1JN2N,POSITIVE,0.9962
27-12-2022,TRUE,B08T68ZMGL,5,Effective product,My tulsi have never looked better - pest-free now,RQY9TJHFQ9UT3,POSITIVE,0.9921
28-10-2023,TRUE,B08T68ZMGL,1,No results,No visible change in my money plants condition,R67SCVP90Y3PH,NEUTRAL,0.6604
30-03-2023,TRUE,B08T68ZMGL,2,No results,No visible change in my succulents condition,RE8NDJCZJCGB8,POSITIVE,0.8863
21-07-2023,TRUE,B08T68ZMGL,5,Great buy,Works exactly as described on my hibiscus - looking healthier,RQZIA36860J9Z,POSITIVE,0.9933
29-11-2023,TRUE,B08T68ZMGL,4,Happy with purchase,My succulents have never looked better - more vibrant colors,R61XHTE2M15KA,POSITIVE,0.9952
25-06-2024,TRUE,B08T68ZMGL,3,Okay results,My hibiscus showed moderate growth but it took several applications,RALFK2Y3RM928,NEUTRAL,0.6939
14-08-2023,TRUE,B08T68ZMGL,4,Works well,Significant improvement in rose plants health and fruit production,RPPGOXSMNXFJN,POSITIVE,0.9933
11-03-2025,TRUE,B08T68ZMGL,1,Disappointed,No improvement in my hibiscus even after 4 weeks,RXFGAE9JFLWQL,NEGATIVE,0.0336
25-12-2022,TRUE,B08T68ZMGL,4,Effective product,The succulents in my garden are now 100% guarantee thanks to this product,RGNW6LMH3CBOU,POSITIVE,0.9755
25-10-2023,TRUE,B08T68ZMGL,5,Great buy,My plants flower abundantly. Thanks!,R4RVT0VG1IMHF,POSITIVE,0.9962
14-07-2025,TRUE,B08T68ZMGL,5,Amazing results!,Wonderful product! My lawn recovered completely,RL85JJ3ZWG4TH,POSITIVE,0.9959
12-05-2025,TRUE,B08T68ZMGL,5,Happy with purchase,My flowering plants have never looked better - recovered completely,RIVV9SEXITAAL,POSITIVE,0.9954
17-01-2025,TRUE,B08T68ZMGL,3,Okay results,My bonsai are doing okay but not exceptional,RDXVZ8DUEBHWD,NEGATIVE,0.2217
11-11-2023,FALSE,B08T68ZMGL,3,Moderate effect,My money plants are doing okay but not exceptional,RVVFIGQEN5GYC,NEGATIVE,0.301
26-09-2024,TRUE,B08T68ZMGL,4,Life saver for plants,This product saved my dying tulsi - now they're growing faster,RV12MXZQF3MVF,POSITIVE,0.9949
16-05-2023,TRUE,B08T68ZMGL,4,Life saver for plants,This product saved my dying rose plants - now they're greener than ever,RJKS62VM8W5G9,POSITIVE,0.996
09-12-2023,TRUE,B08T68ZMGL,4,Great buy,My marigold have never looked better - 100% guarantee,RZAYOGAZU3DCA,POSITIVE,0.9934
10-08-2023,TRUE,B08T68ZMGL,4,Effective product,My plants flower abundantly. Thanks!,RR8S769RRO43M,POSITIVE,0.9962
30-04-2024,TRUE,B08T68ZMGL,5,Happy with purchase,The rose plants in my garden are now looking healthier thanks to this product,R64JYJWT9THTQ,POSITIVE,0.9961
19-03-2024,TRUE,B08T68ZMGL,4,Highly recommended,"My bonsai are thriving with this product, 100% guarantee",R0JGOOLTX380V,POSITIVE,0.9967
18-03-2022,TRUE,B08T68ZMGL,4,Amazing results!,"My succulents are thriving with this product, greener than ever",RAH3V4GOQYFQ5,POSITIVE,0.9966
27-06-2024,TRUE,B08T68ZMGL,4,Effective product,My tulsi have never looked better - greener than ever,RG8DZDWN29YYT,POSITIVE,0.9953
02-03-2025,FALSE,B08T68ZMGL,4,Great buy,My plants flower abundantly. Thanks!,R7TJLT8RSL9ZZ,POSITIVE,0.9962
03-05-2023,TRUE,B08T68ZMGL,4,Happy with purchase,My plants flower abundantly. Thanks!,RL094F42GDLG7,POSITIVE,0.9962
01-10-2024,TRUE,B08T68ZMGL,5,Happy with purchase,My plants flower abundantly. Thanks!,RPFWB54MLPDLA,POSITIVE,0.9962
13-04-2023,TRUE,B08T68ZMGL,5,Life saver for plants,"My hibiscus are thriving with this product, 100% guarantee",RETEQBB9YOH33,POSITIVE,0.9965
26-12-2023,TRUE,B08T68ZMGL,5,Highly recommended,Wonderful product! My money plants more vibrant colors,RVXFW1AB3I5HU,POSITIVE,0.9965
21-11-2025,FALSE,B08T68ZMGL,5,Effective product,hibiscus responded beautifully to this treatment,R96PBC0VKE5M1,POSITIVE,0.9948
27-10-2023,TRUE,B08T68ZMGL,1,No results,My flowering plants actually got worse after using this,RRK315MO9NHF9,NEGATIVE,0.0109
23-09-2024,TRUE,B08T68ZMGL,1,Not effective,My terrace garden actually got worse after using this,RIB7Z17YRRA4H,NEGATIVE,0.01
28-03-2022,TRUE,B08T68ZMGL,4,Great buy,Works exactly as described on my flowering plants - growing faster,RFG2BFENAEY6Y,POSITIVE,0.9865
11-06-2022,TRUE,B08T68ZMGL,5,Good product,Significant improvement in hibiscus health and fruit production,REBCB6I4IWCQT,POSITIVE,0.9947
04-09-2025,TRUE,B08T68ZMGL,1,No results,"Did nothing for my hibiscus, very disappointed",R2YMGKKOVNZBY,NEGATIVE,0.012
05-11-2024,TRUE,B08T68ZMGL,5,Effective product,My hibiscus have never looked better - greener than ever,R2G1DANZ3LDKY,POSITIVE,0.9953
07-05-2022,TRUE,B08T68ZMGL,1,Harmful product,This product damaged my bonsai - now they're not responding,RGTUZ3N1PZILD,NEGATIVE,0.0118
07-11-2023,TRUE,B08T68ZMGL,3,Moderate effect,My flowering plants showed moderate growth but it took a month,R3OAQNWVCK5CY,NEUTRAL,0.6893
19-09-2022,TRUE,B08T68ZMGL,5,Effective product,The vegetables in my garden are now greener than ever thanks to this product,ROTQOINFDD67Y,POSITIVE,0.9966
19-06-2025,TRUE,B08T68ZMGL,4,Highly recommended,Wonderful product! My vegetables growing vigorously,R4D5TRT5FEO8F,POSITIVE,0.9965
14-03-2025,TRUE,B08T68ZMGL,5,Happy with purchase,Works exactly as described on my fruit trees - recovered completely,RZGADIYTS49NV,POSITIVE,0.9794
17-11-2024,TRUE,B08T68ZMGL,4,Great buy,Works exactly as described on my herb garden - greener than ever,R5FY7GC01I8ZD,POSITIVE,0.9951
25-08-2024,FALSE,B08T68ZMGL,4,Happy with purchase,My plants flower abundantly. Thanks!,RP4PG029UJQI4,POSITIVE,0.9962
20-10-2024,TRUE,B08T68ZMGL,5,Amazing results!,Excellent results with my hibiscus - saw improvement in just 10 days,RL0I85FM8EN3Z,POSITIVE,0.9935
02-01-2024,TRUE,B08T68ZMGL,4,Happy with purchase,My flowering plants have never looked better - blooming continuously,RSCQMRQB1JT6S,POSITIVE,0.9958
31-03-2022,TRUE,B08T68ZMGL,5,Amazing results!,Wonderful product! My succulents growing vigorously,RSVBBETH1NAV1,POSITIVE,0.9965
13-10-2024,FALSE,B08T68ZMGL,5,Life saver for plants,This product saved my dying hibiscus - now they're recovered completely,RODS92FFZ6A3B,POSITIVE,0.9922
24-12-2023,TRUE,B08T68ZMGL,5,Works well,Significant improvement in orchids health and leaf color,RMFNS2OEIQ51U,POSITIVE,0.9956
07-03-2025,TRUE,B08T68ZMGL,5,Life saver for plants,Wonderful product! My rose plants 100% guarantee,R15GDF24DBAY0,POSITIVE,0.9923
08-08-2023,FALSE,B08T68ZMGL,5,Great buy,Works exactly as described on my marigold - greener than ever,ROZ7426PZTYZO,POSITIVE,0.9742
06-09-2022,TRUE,B08T68ZMGL,5,Happy with purchase,marigold responded beautifully to this treatment,RZS8HCKGZ4V2E,POSITIVE,0.9876
08-08-2025,FALSE,B08T68ZMGL,5,Visible improvement,Significant improvement in lawn health and growth,R2GI4TJLR4IVT,POSITIVE,0.9927
11-06-2022,FALSE,B08T68ZMGL,5,Highly recommended,Wonderful product! My vegetables fruiting abundantly,R9MJ4AJI6X5NP,POSITIVE,0.9965
17-03-2025,TRUE,B08T68ZMGL,4,Highly recommended,Excellent results with my tulsi - saw improvement in just 8 days,RENHMAYHSOA22,POSITIVE,0.9897
09-12-2023,TRUE,B08T68ZMGL,5,Effective product,Visible difference in my bonsai after 4 weeks,RZ4DKBG983ADM,NEUTRAL,0.6821
20-11-2024,TRUE,B08T68ZMGL,4,Amazing results!,This product saved my dying tulsi - now they're pest-free now,RGVH3EG8L1ALU,POSITIVE,0.9711
05-04-2024,TRUE,B08T68ZMGL,5,Life saver for plants,Excellent results with my lawn - saw improvement in just 20 days,RDEK7J2IRAZO4,POSITIVE,0.9932
02-04-2024,TRUE,B08T68ZMGL,3,Average product,Not bad but not great for my flowering plants,RI14BHGLIBM5Z,NEGATIVE,0.0225
04-02-2022,TRUE,B08T68ZMGL,2,Not effective,Overpriced and ineffective for orchids,RDOZLSQO0HYSR,NEGATIVE,0.0109
12-05-2023,FALSE,B08T68ZMGL,4,Great buy,My orchids have never looked better - 100% guarantee,R1Y30B5OERXVQ,POSITIVE,0.9951
21-12-2022,TRUE,B08T68ZMGL,4,Effective product,Visible difference in my lawn after 3 weeks,RGJJOVOS9HYAA,NEUTRAL,0.6905
09-09-2024,TRUE,B08T68ZMGL,3,Moderate effect,Average performance with my indoor plants - minor improvement,RCXS94ODZTYSA,POSITIVE,0.935
10-07-2023,FALSE,B08T68ZMGL,4,Great buy,My terrace garden have never looked better - recovered completely,RXP4ML8OJM1EP,POSITIVE,0.9941
12-08-2023,TRUE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my rose plants - blooming continuously,RBNW3KJQXW6V6,POSITIVE,0.9952
19-01-2022,FALSE,B08T68ZMGL,3,Okay results,My tulsi showed moderate growth but it took a month,RALXCGNIW4I9T,NEUTRAL,0.6878
31-01-2023,TRUE,B08T68ZMGL,5,Happy with purchase,succulents responded beautifully to this treatment,R6UWTI3O65B89,POSITIVE,0.9902
19-11-2025,TRUE,B08T68ZMGL,5,Happy with purchase,terrace garden responded beautifully to this treatment,R8OG5OXVROMXD,POSITIVE,0.9892
22-08-2024,TRUE,B08T68ZMGL,4,Life saver for plants,Wonderful product! My bonsai more vibrant colors,RRSTROLSIJDX4,POSITIVE,0.9964
23-06-2024,FALSE,B08T68ZMGL,1,Disappointed,Would not recommend for orchids - leaves turning yellow,R47K3ITGIG2GT,NEGATIVE,0.014
05-12-2025,TRUE,B08T68ZMGL,5,Amazing results!,Excellent results with my indoor plants - saw improvement in just 18 days,R2ZX2X1ERRZNF,POSITIVE,0.9938
09-01-2025,FALSE,B08T68ZMGL,3,Moderate effect,Works somewhat for flowering plants but needs improvement,R4U4ZE4ZURZGP,POSITIVE,0.8805
20-08-2022,TRUE,B08T68ZMGL,5,Happy with purchase,Visible difference in my tulsi after 3 weeks,R1NMXW82LGOV8,NEUTRAL,0.687
25-03-2025,TRUE,B08T68ZMGL,5,Great buy,Works exactly as described on my fruit trees - looking healthier,RBLOBA5N7A2YV,POSITIVE,0.9896
06-10-2025,FALSE,B08T68ZMGL,3,Okay results,My succulents showed some improvement but it took several applications,RDIPEA6J88U5G,NEUTRAL,0.667
17-08-2025,TRUE,B08T68ZMGL,5,Happy with purchase,Works exactly as described on my flowering plants - blooming continuously,R2GDJT1DL12SL,POSITIVE,0.9943
29-08-2022,FALSE,B08T68ZMGL,4,Great buy,Visible difference in my bonsai after 3 weeks,RQRWPPE8BAGNB,NEUTRAL,0.685
27-04-2024,TRUE,B08T68ZMGL,5,Amazing results!,"My bonsai are thriving with this product, recovered completely",R1VQ0JLPA78K8,POSITIVE,0.9961
23-12-2023,TRUE,B08T68ZMGL,5,Great buy,My indoor plants have never looked better - recovered completely,R6PHXJN21UYOR,POSITIVE,0.9949
30-07-2025,TRUE,B08T68ZMGL,4,Life saver for plants,Wonderful product! My hibiscus growing faster,ROMHH0J0J9Z0T,POSITIVE,0.9967
27-12-2023,TRUE,B08T68ZMGL,4,Highly recommended,"My hibiscus are thriving with this product, fruiting abundantly",R9EDEKZ8OUNUR,POSITIVE,0.9966
20-10-2024,TRUE,B08T68ZMGL,5,Effective product,Works exactly as described on my flowering plants - 100% guarantee,RUNBZZWX8WOK9,POSITIVE,0.977
01-03-2023,TRUE,B08T68ZMGL,3,Okay results,Average performance with my succulents - slight growth,RLRPE258UEWBR,POSITIVE,0.9751
11-06-2025,TRUE,B08T68ZMGL,4,Amazing results!,This product saved my dying lawn - now they're blooming continuously,RYER19ZHCXFON,POSITIVE,0.9955
22-07-2025,TRUE,B08T68ZMGL,5,Great buy,Visible difference in my money plants after 2 weeks,R5EC3XGR33FKI,NEUTRAL,0.6845
27-04-2024,TRUE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my terrace garden - more vibrant colors,RD3WWZK6D4AH2,POSITIVE,0.9622
12-10-2024,TRUE,B08T68ZMGL,5,Great buy,My indoor plants have never looked better - pest-free now,RL73AYBMSBCTU,POSITIVE,0.9938
26-03-2024,TRUE,B08T68ZMGL,3,Okay results,Average performance with my vegetables - minor improvement,RYAPHK8DTE4KL,NEUTRAL,0.5994
17-04-2024,TRUE,B08T68ZMGL,4,Effective product,My herb garden have never looked better - recovered completely,RO5A95FDGLKJX,POSITIVE,0.9947
24-06-2022,TRUE,B08T68ZMGL,2,Not effective,No improvement in my lawn even after 5 weeks,R38N5MKNNYBS3,NEGATIVE,0.0472
06-08-2024,TRUE,B08T68ZMGL,4,Happy with purchase,Works exactly as described on my lawn - more vibrant colors,RRLIC03EY4X5B,POSITIVE,0.9355
16-10-2023,TRUE,B08T68ZMGL,4,Effective product,My lawn have never looked better - growing vigorously,R21P0C3SXQIJB,POSITIVE,0.9961
11-06-2025,TRUE,B08T68ZMGL,5,Works well,Significant improvement in fruit trees health and fruit production,RVGF07APSKSJD,POSITIVE,0.9913
14-03-2024,TRUE,B08T68ZMGL,4,Effective product,My plants flower abundantly. Thanks!,RLCUMTPAM344A,POSITIVE,0.9962
25-07-2025,TRUE,B08T68ZMGL,4,Works well,Significant improvement in lawn health and fruit production,RJXX66A6UMVYH,POSITIVE,0.9927
28-06-2024,TRUE,B08T68ZMGL,5,Happy with purchase,Works exactly as described on my lawn - blooming continuously,RH21RA9J6GQRJ,POSITIVE,0.9947
