Date,Verified,ProductID,Rating,Title,ReviewText,ReviewID,SentimentLabel,SentimentScore
17-10-2025,TRUE,B08NK5Y8QM,1,No results,Expected better results with my herb garden but flowers stopped coming,RQJL138LKPPFG,NEUTRAL,0.6004
21-11-2023,TRUE,B08NK5Y8QM,4,Amazing results!,Wonderful product! My money plants pest-free now,R3DCC91G4X2AM,POSITIVE,0.9961
16-08-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Takes too long to show results on terrace garden,RZUVDGU5COPO2,NEUTRAL,0.6169
26-03-2023,TRUE,B08NK5Y8QM,1,Not effective,No visible change in my vegetables condition,ROUR81B97XVBN,NEUTRAL,0.6547
10-04-2025,TRUE,B08NK5Y8QM,5,Effective product,vegetables responded beautifully to this treatment,RE7ZI313MSF2D,POSITIVE,0.9897
04-01-2025,TRUE,B08NK5Y8QM,3,Moderate effect,Average performance with my lawn - slight growth,RRRCA50PPYRI3,POSITIVE,0.9507
11-05-2025,FALSE,B08NK5Y8QM,1,Not effective,Overpriced and ineffective for vegetables,RB0XVTB2VY3H2,NEGATIVE,0.0127
27-05-2025,TRUE,B08NK5Y8QM,1,Total waste,"The product is duplicate, waste of money.",RF7JQ7BZNFI48,NEGATIVE,0.0138
06-03-2022,TRUE,B08NK5Y8QM,4,Great buy,Visible difference in my orchids after 2 weeks,RU28O74XKHST6,NEUTRAL,0.6922
26-11-2023,TRUE,B08NK5Y8QM,5,Visible improvement,Significant improvement in terrace garden health and growth,RS36J56GV2TU3,POSITIVE,0.9956
01-04-2024,TRUE,B08NK5Y8QM,1,False claims,False claims - my hibiscus show no difference,RW50EXSAPQSNH,NEUTRAL,0.6387
03-09-2024,TRUE,B08NK5Y8QM,4,Great buy,The rose plants in my garden are now producing more flowers thanks to this product,RIU5Y26LO84W8,POSITIVE,0.9949
06-10-2023,TRUE,B08NK5Y8QM,1,Total waste,"The product is duplicate, waste of money.",R8EOABR2GZZ27,NEGATIVE,0.0138
17-01-2025,TRUE,B08NK5Y8QM,5,Amazing results!,"My marigold are thriving with this product, pest-free now",RPMZN0TANX443,POSITIVE,0.9960
22-07-2025,TRUE,B08NK5Y8QM,2,Harmful product,This product damaged my indoor plants - now they're damaged product,RUI9W1MT1C4Z5,NEGATIVE,0.0127
22-01-2025,FALSE,B08NK5Y8QM,2,Not effective,No improvement in my lawn even after 3 weeks,R1DJF1DXY1COO,NEGATIVE,0.0473
12-11-2023,TRUE,B08NK5Y8QM,5,Life saver for plants,Wonderful product! My orchids looking healthier,RSEOQ85PD1G7X,POSITIVE,0.9969
26-07-2023,TRUE,B08NK5Y8QM,4,Life saver for plants,Excellent results with my fruit trees - saw improvement in just 17 days,RCIOUB0V9KZ1L,POSITIVE,0.9933
12-06-2024,TRUE,B08NK5Y8QM,5,Happy with purchase,The flowering plants in my garden are now blooming continuously thanks to this product,R0XJPQOD2NBBU,POSITIVE,0.9964
09-02-2025,TRUE,B08NK5Y8QM,2,Disappointed,Expected better results with my lawn but not responding,R4FXOWMAJ0AFK,NEUTRAL,0.6025
14-12-2022,TRUE,B08NK5Y8QM,2,Disappointed,No visible change in my bonsai condition,RNANM3Y8BT51Z,NEUTRAL,0.6129
29-03-2024,TRUE,B08NK5Y8QM,1,Not effective,My bonsai actually got worse after using this,R8N0RR3F6YI18,NEGATIVE,0.0109
30-10-2024,TRUE,B08NK5Y8QM,3,Moderate effect,My bonsai are doing okay but not exceptional,RFWG5VGRU9RH8,NEGATIVE,0.2217
05-11-2022,TRUE,B08NK5Y8QM,2,Not effective,Expected better results with my fruit trees but not responding,R8OP2EJE7FWLP,NEUTRAL,0.5909
08-05-2024,TRUE,B08NK5Y8QM,3,Okay results,My money plants showed slight change but it took a month,RJQSWH9HDOSQU,NEUTRAL,0.6823
03-08-2024,TRUE,B08NK5Y8QM,3,Moderate effect,Some improvement in my orchids but expected more,R69BGCVAYFUGQ,POSITIVE,0.9784
11-02-2022,TRUE,B08NK5Y8QM,5,Great buy,My plants flower abundantly. Thanks!,RM8H4YG9DLYPS,POSITIVE,0.9962
11-02-2023,FALSE,B08NK5Y8QM,5,Happy with purchase,The hibiscus in my garden are now more vibrant colors thanks to this product,R2OM3RUL4ZSCF,POSITIVE,0.9957
30-07-2024,TRUE,B08NK5Y8QM,5,Works well,Significant improvement in rose plants health and fruit production,RPFQY9TJHFQ9U,POSITIVE,0.9933
16-02-2024,TRUE,B08NK5Y8QM,3,Moderate effect,Average performance with my hibiscus - minor improvement,RCHBHC9ALVKI6,POSITIVE,0.9111
10-07-2022,TRUE,B08NK5Y8QM,5,Happy with purchase,Works exactly as described on my bonsai - recovered completely,RAE8NDJCZJCGB,POSITIVE,0.9791
21-07-2023,TRUE,B08NK5Y8QM,4,Amazing results!,"My terrace garden are thriving with this product, looking healthier",RQZIA36860J9Z,POSITIVE,0.9963
19-08-2024,TRUE,B08NK5Y8QM,1,No results,No visible change in my succulents condition,RHCY9V42HKO5T,POSITIVE,0.8863
08-04-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Takes too long to show results on hibiscus,RRDWALFK2Y3RM,NEUTRAL,0.6180
12-11-2025,TRUE,B08NK5Y8QM,4,Great buy,Visible difference in my vegetables after 4 weeks,RLA8PPGOXSMNX,NEUTRAL,0.6885
06-12-2022,TRUE,B08NK5Y8QM,1,No results,"Did nothing for my succulents, very disappointed",RSLTXFGAE9JFL,NEGATIVE,0.0139
12-10-2025,TRUE,B08NK5Y8QM,3,Average product,Not bad but not great for my herb garden,RUKYZO91RGNW6,NEGATIVE,0.0348
03-08-2022,TRUE,B08NK5Y8QM,2,Disappointed,No visible change in my hibiscus condition,RUBOAYTJGBBYE,NEUTRAL,0.6764
11-01-2024,TRUE,B08NK5Y8QM,1,No results,Would not recommend for succulents - getting infected,RMHF194AVH1MS,NEGATIVE,0.0171
21-08-2022,FALSE,B08NK5Y8QM,2,No results,No improvement in my lawn even after 6 weeks,RG4THPI9UZ8JD,NEGATIVE,0.0435
05-11-2024,FALSE,B08NK5Y8QM,3,Okay results,My lawn are doing okay but not exceptional,R90QUKNVGHBRD,NEUTRAL,0.5700
21-04-2024,TRUE,B08NK5Y8QM,3,Okay results,Takes too long to show results on tulsi,R1QPTDNTZH1IL,NEGATIVE,0.2019
02-09-2025,TRUE,B08NK5Y8QM,3,Moderate effect,Works somewhat for tulsi but needs improvement,RY2S9ME2BOJYM,POSITIVE,0.8631
12-08-2023,TRUE,B08NK5Y8QM,3,Moderate effect,Some improvement in my bonsai but expected more,RZQF3MVFOW1SA,POSITIVE,0.9414
